,Year,Month,CSUSHPISA,GDP_Capita,working_age_pop,Monthly_Supply_Houses,CPI,UNRATE,EMPrate,Construction Price Index,FEDFUNDS,Num_Households,median_income,HOUSES_SUBSIDARIES,old_age_pop,Date
260,2022,10,298.778,66341.0,207574000.0,9.7,297.979,3.6,71.3061,333.796,3.08,131202.0,77540.0,48.021,8.32,2022-10-01
261,2022,11,298.575,66427.31999999999,207614400.0,9.2,298.708,3.6,71.33207,330.369,3.78,131202.0,77540.0,48.020999999999994,8.475,2022-11-01
262,2022,12,297.842,66586.68000000001,207636600.0,8.6,298.808,3.5,71.61745,326.449,4.1,131202.0,77540.0,48.020999999999994,8.475,2022-12-01
263,2023,1,297.768,66673.0,208254800.0,8.3,300.456,3.5,71.67134,327.338,4.33,131434.0,80610.0,53.573,7.909999999999999,2023-01-01
264,2023,2,298.038,66743.72,208249100.0,8.4,301.476,3.6,71.78186,330.532,4.57,131434.0,80610.0,53.573,7.875,2023-02-01
265,2023,3,298.986,66874.28,208145900.0,8.1,301.643,3.5,71.85808,331.729,4.65,131434.0,80610.0,53.573,7.875,2023-03-01
266,2023,4,300.249,66945.0,208264600.0,7.5,302.858,3.4,71.95604,333.366,4.83,131434.0,80610.0,53.573,7.909999999999999,2023-04-01
267,2023,5,302.146,67089.04,208483500.0,6.900000000000001,303.316,3.6,71.93774,337.473,5.06,131434.0,80610.0,53.573,7.875,2023-05-01
268,2023,6,304.028,67354.96,208656700.0,7.7,304.099,3.6,71.98534000000001,337.336,5.08,131434.0,80610.0,53.573,7.875,2023-06-01
269,2023,7,306.23400000000004,67499.0,208816400.0,7.3,304.615,3.5,71.94326,334.512,5.12,131434.0,80610.0,53.573,7.909999999999999,2023-07-01
270,2023,8,309.04,67592.34000000001,208840100.0,7.900000000000001,306.138,3.7000000000000006,72.09169,333.794,5.33,131434.0,80610.0,53.573,7.875,2023-08-01
271,2023,9,311.177,67764.65999999999,209000200.0,7.5,307.374,3.7999999999999994,72.03111,332.098,5.33,131434.0,80610.0,53.573,7.875,2023-09-01
272,2023,10,313.259,67858.0,209038200.0,7.9,307.653,3.9,72.00032,328.743,5.33,131434.0,80610.0,53.573,7.909999999999999,2023-10-01
273,2023,11,314.243,67889.98,209095300.0,8.8,308.087,3.7000000000000006,72.14789,326.844,5.33,131434.0,80610.0,53.573,7.875,2023-11-01
274,2023,12,314.99,67949.02,209200000.0,8.2,308.735,3.7999999999999994,71.7931,327.644,5.33,131434.0,80610.0,53.573,7.875,2023-12-01
